date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,symbol,daily_return,sentiment,next_week_return
2023-02-21,150.2,151.3,148.405,148.48,148.48,58867230,0.0,1.0,AAPL,-0.0028876502585454267,0.1563974277860539,0.006196120689655249
2023-02-21,150.2,151.3,148.405,148.48,148.48,58867230,0.0,1.0,AAPL,-0.0028876502585454267,0.1563974277860539,-0.011920797413792927
2023-02-22,148.87,149.95,147.16,148.91,148.91,51011305,0.0,1.0,AAPL,-0.0032797858099063992,0.1563974277860539,-0.014774024578604439
2023-02-22,148.87,149.95,147.16,148.91,148.91,51011305,0.0,1.0,AAPL,-0.0032797858099063992,0.1563974277860539,-0.006648311060372114
2023-02-23,150.09,150.34,147.24,149.4,149.4,48394249,0.0,1.0,AAPL,0.0183354917865175,0.1563974277860539,-0.009906291834002823
2023-02-23,150.09,150.34,147.24,149.4,149.4,48394249,0.0,1.0,AAPL,0.0183354917865175,0.1563974277860539,-0.013319946452476583
2023-02-24,147.11,147.19,145.7202,146.71,146.71,55469606,0.0,1.0,AAPL,-0.008180097349918758,0.1563974277860539,0.004771317565264832
2023-02-24,147.11,147.19,145.7202,146.71,146.71,55469606,0.0,1.0,AAPL,-0.008180097349918758,0.1563974277860539,-0.009542635130529664
2023-02-27,147.71,149.17,147.45,147.92,147.92,44998470,0.0,1.0,AAPL,0.003459738145308977,0.1563974277860539,-0.01764467279610593
2023-02-27,147.71,149.17,147.45,147.92,147.92,44998470,0.0,1.0,AAPL,0.003459738145308977,0.1563974277860539,-0.013588426176311508
2023-02-28,147.05,149.08,146.83,147.41,147.41,50546998,0.0,1.0,AAPL,0.014451861537402744,0.1563974277860539,-0.010175700427379364
2023-02-28,147.05,149.08,146.83,147.41,147.41,50546998,0.0,1.0,AAPL,0.014451861537402744,0.1563974277860539,0.024557357031409044
2023-03-01,146.83,147.2285,145.01,145.31,145.31,55478991,0.0,1.0,AAPL,-0.004112123912000554,0.1563974277860539,0.039364118092354294
2023-03-01,146.83,147.2285,145.01,145.31,145.31,55478991,0.0,1.0,AAPL,-0.004112123912000554,0.1563974277860539,0.05863326680889136
2023-03-02,144.38,146.71,143.9,145.91,145.91,52279761,0.0,1.0,AAPL,-0.03390054955969013,0.1563974277860539,0.05428003563840744
2023-03-02,144.38,146.71,143.9,145.91,145.91,52279761,0.0,1.0,AAPL,-0.03390054955969013,0.1563974277860539,0.03899664176547191
2023-03-03,148.045,151.11,147.33,151.03,151.03,70732297,0.0,1.0,AAPL,-0.018201911200676157,0.1563974277860539,0.003774084618949791
2023-03-03,148.045,151.11,147.33,151.03,151.03,70732297,0.0,1.0,AAPL,-0.018201911200676157,0.1563974277860539,0.012183009998013583
2023-03-06,153.785,156.3,153.46,153.83,153.83,87558028,0.0,1.0,AAPL,0.01470976253298173,0.1563974277860539,-0.006240655268803241
2023-03-06,153.785,156.3,153.46,153.83,153.83,87558028,0.0,1.0,AAPL,0.01470976253298173,0.1563974277860539,-0.021062211532210995
2023-03-07,153.7,154.0299,151.13,151.6,151.6,56182028,0.0,1.0,AAPL,-0.008307712435402737,0.1563974277860539,-0.006662269129287579
2023-03-07,153.7,154.0299,151.13,151.6,151.6,56182028,0.0,1.0,AAPL,-0.008307712435402737,0.1563974277860539,-0.02044854881266489
2023-03-08,152.81,153.47,151.83,152.87,152.87,47204791,0.0,1.0,AAPL,0.015140447572880023,0.1563974277860539,-0.028586380584810667
2023-03-08,152.81,153.47,151.83,152.87,152.87,47204791,0.0,1.0,AAPL,0.015140447572880023,0.1563974277860539,-0.01569961405115461
2023-03-09,153.559,154.535,150.225,150.59,150.59,53833582,0.0,1.0,AAPL,0.014074074074074128,0.1563974277860539,-0.0007968656617305392
2023-03-09,153.559,154.535,150.225,150.59,150.59,53833582,0.0,1.0,AAPL,0.014074074074074128,0.1563974277860539,0.013281094362175505
2023-03-10,150.21,150.94,147.6096,148.5,148.5,68572400,0.0,1.0,AAPL,-0.013092310759619807,0.1563974277860539,0.027542087542087534
2023-03-10,150.21,150.94,147.6096,148.5,148.5,68572400,0.0,1.0,AAPL,-0.013092310759619807,0.1563974277860539,0.030235690235690393
2023-03-13,147.805,153.14,147.7,150.47,150.47,84457122,0.0,1.0,AAPL,-0.01389343993708636,0.1563974277860539,0.01674752442347316
2023-03-13,147.805,153.14,147.7,150.47,150.47,84457122,0.0,1.0,AAPL,-0.01389343993708636,0.1563974277860539,0.035754635475510055
2023-03-14,151.28,153.4,150.1,152.59,152.59,73695893,0.0,1.0,AAPL,-0.0026145499705862996,0.1563974277860539,0.021364440657972272
2023-03-14,151.28,153.4,150.1,152.59,152.59,73695893,0.0,1.0,AAPL,-0.0026145499705862996,0.1563974277860539,0.015793957664329117
2023-03-15,151.19,153.245,149.92,152.99,152.99,77167866,0.0,1.0,AAPL,-0.01835097850497258,0.1563974277860539,0.013138113602196189
2023-03-15,151.19,153.245,149.92,152.99,152.99,77167866,0.0,1.0,AAPL,-0.01835097850497258,0.1563974277860539,0.028825413425713986
2023-03-16,152.16,156.46,151.64,155.85,155.85,76254419,0.0,1.0,AAPL,0.005483870967741833,0.1563974277860539,0.009945460378569138
2023-03-16,152.16,156.46,151.64,155.85,155.85,76254419,0.0,1.0,AAPL,0.005483870967741833,0.1563974277860539,0.022008341353865868
2023-03-17,156.08,156.74,154.28,155.0,155.0,98944633,0.0,1.0,AAPL,-0.015247776365946653,0.1563974277860539,0.027612903225806562
2023-03-17,156.08,156.74,154.28,155.0,155.0,98944633,0.0,1.0,AAPL,-0.015247776365946653,0.1563974277860539,0.018258064516129213
2023-03-20,155.07,157.82,154.15,157.4,157.4,73641415,0.0,1.0,AAPL,-0.01180311401305878,0.1563974277860539,0.002731893265565555
2023-03-20,155.07,157.82,154.15,157.4,157.4,73641415,0.0,1.0,AAPL,-0.01180311401305878,0.1563974277860539,0.009720457433290974
2023-03-21,157.32,159.4,156.54,159.28,159.28,73938285,0.0,1.0,AAPL,0.009187100044351526,0.1563974277860539,-0.00219738824711202
2023-03-21,157.32,159.4,156.54,159.28,159.28,73938285,0.0,1.0,AAPL,0.009187100044351526,0.1563974277860539,0.0060899045705675725
2023-03-22,159.3,162.14,157.81,157.83,157.83,75701811,0.0,1.0,AAPL,-0.006921286100799007,0.1563974277860539,0.0153329531774693
2023-03-22,159.3,162.14,157.81,157.83,157.83,75701811,0.0,1.0,AAPL,-0.006921286100799007,0.1563974277860539,0.0028511689792813932
2023-03-23,158.83,161.5501,157.68,158.93,158.93,67622060,0.0,1.0,AAPL,-0.008237129485179406,0.1563974277860539,-0.004089850877744938
2023-03-23,158.83,161.5501,157.68,158.93,158.93,67622060,0.0,1.0,AAPL,-0.008237129485179406,0.1563974277860539,-0.008053860190020745
2023-03-24,158.86,160.34,157.85,160.25,160.25,59256343,0.0,1.0,AAPL,0.012446297700277942,0.1563974277860539,-0.016224648985959433
2023-03-24,158.86,160.34,157.85,160.25,160.25,59256343,0.0,1.0,AAPL,0.012446297700277942,0.1563974277860539,0.003244929797191931
2023-03-27,159.94,160.77,157.87,158.28,158.28,52390266,0.0,1.0,AAPL,0.003996194100856387,0.1563974277860539,0.015731614859742393
2023-03-27,159.94,160.77,157.87,158.28,158.28,52390266,0.0,1.0,AAPL,0.003996194100856387,0.1563974277860539,0.02577710386656573
2023-03-28,157.97,158.49,155.98,157.65,157.65,45992152,0.0,1.0,AAPL,-0.019406605710020508,0.1563974277860539,0.02987630827783061
2023-03-28,157.97,158.49,155.98,157.65,157.65,45992152,0.0,1.0,AAPL,-0.019406605710020508,0.1563974277860539,0.045987947986045
2023-03-29,159.37,161.05,159.35,160.77,160.77,51305691,0.0,1.0,AAPL,-0.00979305247597928,0.1563974277860539,0.025688872302046306
2023-03-29,159.37,161.05,159.35,160.77,160.77,51305691,0.0,1.0,AAPL,-0.00979305247597928,0.1563974277860539,0.03358835603657395
2023-03-30,161.53,162.47,161.271,162.36,162.36,49501689,0.0,1.0,AAPL,-0.01540327471194658,0.1563974277860539,0.02346637102734639
2023-03-30,161.53,162.47,161.271,162.36,162.36,49501689,0.0,1.0,AAPL,-0.01540327471194658,0.1563974277860539,0.020140428677013933
2023-03-31,162.44,165.0,161.91,164.9,164.9,68749792,0.0,1.0,AAPL,-0.007642775470903196,0.1563974277860539,0.004426925409338978
2023-03-31,162.44,165.0,161.91,164.9,164.9,68749792,0.0,1.0,AAPL,-0.007642775470903196,0.1563974277860539,-0.0069132807762281034
2023-04-03,164.27,166.29,164.22,166.17,166.17,56976187,0.0,1.0,AAPL,0.0032602789349756023,0.1563974277860539,-0.01450321959439127
2023-04-03,164.27,166.29,164.22,166.17,166.17,56976187,0.0,1.0,AAPL,0.0032602789349756023,0.1563974277860539,-0.009087079496900685
2023-04-04,166.595,166.84,165.11,165.63,165.63,46278295,0.0,1.0,AAPL,0.011419149975574028,0.1563974277860539,-0.005856426975789364
2023-04-04,166.595,166.84,165.11,165.63,165.63,46278295,0.0,1.0,AAPL,0.011419149975574028,0.1563974277860539,-0.02173519289983694
