date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,symbol,daily_return,sentiment,next_week_return
2023-03-24,158.86,160.34,157.85,160.25,160.25,59256343,0.0,1.0,AAPL,0.012446297700277942,0.154911168450275,0.029017160686427568
2023-03-27,159.94,160.77,157.87,158.28,158.28,52390266,0.0,1.0,AAPL,0.003996194100856387,0.154911168450275,0.04984836997725539
2023-03-28,157.97,158.49,155.98,157.65,157.65,45992152,0.0,1.0,AAPL,-0.019406605710020508,0.154911168450275,0.050618458610846684
2023-03-29,159.37,161.05,159.35,160.77,160.77,51305691,0.0,1.0,AAPL,-0.00979305247597928,0.154911168450275,0.01859799713876953
2023-03-30,161.53,162.47,161.271,162.36,162.36,49501689,0.0,1.0,AAPL,-0.01540327471194658,0.154911168450275,0.014166050751416526
2023-03-31,162.44,165.0,161.91,164.9,164.9,68749792,0.0,1.0,AAPL,-0.007642775470903196,0.154911168450275,-0.017404487568223215
2023-04-03,164.27,166.29,164.22,166.17,166.17,56976187,0.0,1.0,AAPL,0.0032602789349756023,0.154911168450275,-0.03231630258169327
2023-04-04,166.595,166.84,165.11,165.63,165.63,46278295,0.0,1.0,AAPL,0.011419149975574028,0.154911168450275,-0.033387671315582956
2023-04-05,164.74,165.05,161.8,163.76,163.76,51511744,0.0,1.0,AAPL,-0.0054658083323211315,0.154911168450275,0.01099169516365417
2023-04-06,162.43,164.9584,162.0,164.66,164.66,45390123,0.0,1.0,AAPL,0.0162315620564093,0.154911168450275,0.0033402162030851112
2023-04-10,161.42,162.03,160.08,162.03,162.03,47716882,0.0,1.0,AAPL,0.007649253731343286,0.154911168450275,0.019749429118064432
2023-04-11,162.35,162.36,160.51,160.8,160.8,47644217,0.0,1.0,AAPL,0.004372267332916957,0.154911168450275,0.03526119402985062
2023-04-12,161.22,162.06,159.78,160.1,160.1,50133062,0.0,1.0,AAPL,-0.03297898043005565,0.154911168450275,0.04703310430980645
2023-04-13,161.63,165.8,161.42,165.56,165.56,68445649,0.0,1.0,AAPL,0.002118515828339662,0.154911168450275,0.006583715873399454
2023-04-14,164.59,166.32,163.82,165.21,165.21,49386480,0.0,1.0,AAPL,-0.00012104339405660802,0.154911168450275,-0.0011500514496700642
2023-03-24,98.065,98.3,96.4,98.13,98.13,56144801,0.0,1.0,AMZN,0.0009179926560587415,0.1494096351991089,0.052583307856924666
2023-03-27,99.07,99.34,97.08,98.04,98.04,46721296,0.0,1.0,AMZN,0.008227067050596615,0.1494096351991089,0.04457364341085257
2023-03-28,98.11,98.44,96.29,97.24,97.24,38720050,0.0,1.0,AMZN,-0.03002493765586045,0.1494096351991089,0.0690045248868778
2023-03-29,98.69,100.4218,98.56,100.25,100.25,49783279,0.0,1.0,AMZN,-0.01715686274509809,0.1494096351991089,0.008478802992518686
2023-03-30,101.55,103.04,101.01,102.0,102.0,53633398,0.0,1.0,AMZN,-0.012489108335753785,0.1494096351991089,0.0005882352941177782
2023-03-31,102.16,103.49,101.95,103.29,103.29,56750317,0.0,1.0,AMZN,0.008592910848550073,0.1494096351991089,-0.01084325684964671
2023-04-03,102.3,103.29,101.43,102.41,102.41,41135733,0.0,1.0,AMZN,-0.014814814814814836,0.1494096351991089,-0.024314031832828764
2023-04-04,102.75,104.2,102.11,103.95,103.95,48662496,0.0,1.0,AMZN,0.028189910979228516,0.1494096351991089,-0.05887445887445897
2023-04-05,103.91,103.91,100.7506,101.1,101.1,45175393,0.0,1.0,AMZN,-0.009406231628453887,0.1494096351991089,0.012858555885262302
2023-04-06,100.75,102.3817,99.8008,102.06,102.06,43808020,0.0,1.0,AMZN,-0.0010766369775864204,0.1494096351991089,0.0044091710758378255
2023-04-10,100.96,102.2,99.57,102.17,102.17,37261185,0.0,1.0,AMZN,0.02251801441152912,0.1494096351991089,0.005578937065674694
2023-04-11,100.8,101.0,99.01,99.92,99.92,60417847,0.0,1.0,AMZN,0.021363589900848412,0.1494096351991089,0.023819055244195253
2023-04-12,100.4,100.51,97.705,97.83,97.83,56735007,0.0,1.0,AMZN,-0.044628906250000044,0.1494096351991089,0.06613513237248281
2023-04-13,98.95,102.57,98.71,102.4,102.4,67925138,0.0,1.0,AMZN,-0.0010730660423373672,0.1494096351991089,0.013769531249999911
2023-04-14,102.07,103.2013,101.11,102.51,102.51,51450522,0.0,1.0,AMZN,-0.002238660696904704,0.1494096351991089,0.043410398985464616
2023-03-24,151.48,152.76,150.83,152.65,152.65,5696845,0.0,1.0,JNJ,-0.004240052185257692,0.18780126691677948,0.01539469374385849
2023-03-27,154.2,154.54,153.11,153.3,153.3,6772282,0.0,1.0,JNJ,0.009748386246871465,0.18780126691677948,0.023157208088714798
2023-03-28,152.39,153.45,151.725,151.82,151.82,6115293,0.0,1.0,JNJ,-0.009718870262866108,0.18780126691677948,0.04393360558556192
2023-03-29,152.24,153.38,152.07,153.31,153.31,6012030,0.0,1.0,JNJ,-0.0007821156227596493,0.18780126691677948,0.08022960015654568
2023-03-30,153.58,153.8,152.81,153.43,153.43,4555905,0.0,1.0,JNJ,-0.010129032258064496,0.18780126691677948,0.07638662582285072
2023-03-31,153.79,155.19,153.24,155.0,155.0,9890047,0.0,1.0,JNJ,-0.011794708320050917,0.18780126691677948,0.06012903225806454
2023-04-03,154.95,157.01,153.94,156.85,156.85,6841888,0.0,1.0,JNJ,-0.01034765600353349,0.18780126691677948,0.047306343640420856
2023-04-04,156.97,158.97,156.59,158.49,158.49,8314527,0.0,1.0,JNJ,-0.04299257291226377,0.18780126691677948,0.034260836645845005
2023-04-05,164.37,165.66,162.76,165.61,165.61,16704181,0.0,1.0,JNJ,0.002785346654556431,0.18780126691677948,0.003019141356198407
2023-04-06,165.99,167.23,164.8,165.15,165.15,9615407,0.0,1.0,JNJ,0.005051119766309675,0.18780126691677948,0.004178019981834646
2023-04-10,164.63,164.84,163.64,164.32,164.32,5353951,0.0,1.0,JNJ,0.0003043769404029728,0.18780126691677948,0.008215676728335009
2023-04-11,164.42,165.28,164.0401,164.27,164.27,5903824,0.0,1.0,JNJ,0.0021351878965349957,0.18780126691677948,-0.019845376514275426
2023-04-12,163.94,164.84,163.1,163.92,163.92,5764240,0.0,1.0,JNJ,-0.013184034675817413,0.18780126691677948,-0.008479746217667117
2023-04-13,164.18,166.33,163.805,166.11,166.11,5640617,0.0,1.0,JNJ,0.001628075253256256,0.18780126691677948,-0.015230871109505717
2023-04-14,165.97,166.115,164.06,165.84,165.84,7225127,0.0,1.0,JNJ,0.0010261362950445552,0.18780126691677948,-0.018994211287988505
2023-03-24,125.63,125.68,123.11,124.91,123.938769147034,22326916,0.0,1.0,JPM,-0.027862090435048392,0.10213931900263022,0.043231126411014786
2023-03-27,126.79,129.38,126.29,128.49,127.490933053417,18853935,0.0,1.0,JPM,-0.0030260707635029194,0.10213931900263022,0.012997120398473783
2023-03-28,128.71,129.3417,127.744,128.88,127.877900629811,10820466,0.0,1.0,JPM,-0.0020133188787401224,0.10213931900263022,-0.003569211669772976
2023-03-29,130.1,130.22,127.77,129.14,128.135879014074,14595260,0.0,1.0,JPM,0.003029126213594191,0.10213931900263022,-0.004104073098965766
2023-03-30,129.95,130.12,127.65,128.75,127.74891143768,12134675,0.0,1.0,JPM,-0.01197145268973987,0.10213931900263022,-0.002183278389938037
2023-03-31,129.66,130.34,128.8514,130.31,129.296781743255,13105215,0.0,1.0,JPM,0.001152427781197174,0.10213931900263022,-0.010880253354243918
2023-04-03,129.91,131.44,129.41,130.16,129.147948060026,11775388,0.0,1.0,JPM,0.013549291387634055,0.10213931900263022,-0.004862237994940011
2023-04-04,130.5,130.59,127.41,128.42,127.421477334577,11579916,0.0,1.0,JPM,-0.0014773345774077296,0.10213931900263022,0.008464214102549272
2023-04-05,126.8,128.15,126.46,127.61,127.61,9614692,1.0,1.0,JPM,0.001098297638659984,0.10213931900263022,0.01081419951414464
2023-04-06,127.0,128.08,126.8553,127.47,127.47,8760220,0.0,1.0,JPM,-0.003284072249589487,0.10213931900263022,0.08833451008080329
2023-04-10,126.54,128.23,126.22,127.89,127.89,9477292,0.0,1.0,JPM,-0.004901960784313819,0.10213931900263022,0.0933614825240443
2023-04-11,128.3,128.94,127.54,128.52,128.52,10516267,0.0,1.0,JPM,0.00015564202334639177,0.10213931900263022,0.10021786492374729
2023-04-12,129.18,130.43,128.0603,128.5,128.5,11820995,0.0,1.0,JPM,-0.0037987440886890766,0.10213931900263022,0.09898832684824899
2023-04-13,128.46,129.04,126.83,128.99,128.99,12450242,0.0,1.0,JPM,-0.0702083183161536,0.10213931900263022,0.09163501046592759
2023-04-14,135.15,139.12,134.9001,138.73,138.73,43931328,0.0,1.0,JPM,-0.007866695272831459,0.10213931900263022,0.01304692568298127
2023-03-24,277.24,280.63,275.28,280.57,280.57,28199962,0.0,1.0,MSFT,0.015160286561979985,0.15128185946937947,0.027551056777274985
2023-03-27,280.5,281.4589,275.52,276.38,276.38,26840212,0.0,1.0,MSFT,0.0041783235839114585,0.15128185946937947,0.03925754396121284
2023-03-28,275.79,276.14,272.0451,275.23,275.23,21878647,0.0,1.0,MSFT,-0.018822858365120543,0.15128185946937947,0.0434182320241252
2023-03-29,278.96,281.1398,278.41,280.51,280.51,25087032,0.0,1.0,MSFT,-0.012462594613624423,0.15128185946937947,0.013653702185305372
2023-03-30,284.23,284.46,281.48,284.05,284.05,25053410,0.0,1.0,MSFT,-0.014741588622962154,0.15128185946937947,0.026579827495159414
2023-03-31,283.73,289.27,283.0,288.3,288.3,32765976,0.0,1.0,MSFT,0.0037252376144552013,0.15128185946937947,0.0037807839056538395
2023-04-03,286.52,288.27,283.95,287.23,287.23,24883342,0.0,1.0,MSFT,0.00017410683195207,0.15128185946937947,-0.015318734115517318
2023-04-04,287.23,290.4499,285.67,287.18,287.18,25824299,0.0,1.0,MSFT,0.009988042484349924,0.15128185946937947,-0.012849084198063965
2023-04-05,285.85,287.15,282.92,284.34,284.34,22064770,0.0,1.0,MSFT,-0.02489711934156391,0.15128185946937947,0.019343040022508307
2023-04-06,283.21,292.08,282.03,291.6,291.6,29770334,0.0,1.0,MSFT,0.007636753170462196,0.15128185946937947,-0.018724279835391044
2023-04-10,289.208,289.6,284.71,289.39,289.39,23102994,0.0,1.0,MSFT,0.02319414489269178,0.15128185946937947,-0.002038771208403789
2023-04-11,285.75,285.98,281.64,282.83,282.83,27276589,0.0,1.0,MSFT,-0.0023281244488342345,0.15128185946937947,0.019587738217303752
2023-04-12,284.79,287.01,281.96,283.49,283.49,27403432,0.0,1.0,MSFT,-0.021908639249240802,0.15128185946937947,0.01749620797911744
2023-04-13,283.59,289.9,283.17,289.84,289.84,24222678,0.0,1.0,MSFT,0.012930733207520806,0.15128185946937947,-0.012869169196798147
