date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,symbol,daily_return,sentiment,next_week_return
2023-04-14,287.0,288.48,283.69,286.14,286.14,20987917,0.0,1.0,MSFT,-0.009210526315789558,0.15128185946937947,-0.0013280212483399723
2023-03-24,191.65,192.36,187.15,190.41,190.41,116531584,0.0,1.0,TSLA,-0.007298889526093588,0.15363556758549923,0.08954361640670139
2023-03-27,194.415,197.39,189.94,191.81,191.81,120851587,0.0,1.0,TSLA,0.013848512077805353,0.15363556758549923,0.015431937855169275
2023-03-28,192.0,192.35,185.43,189.19,189.19,98654635,0.0,1.0,TSLA,-0.02419022075510624,0.15363556758549923,0.01791849463502304
2023-03-29,193.13,195.29,189.44,193.88,193.88,123660026,0.0,1.0,TSLA,-0.007169192953707548,0.15363556758549923,-0.04311945533319572
2023-03-30,195.58,197.33,194.42,195.28,195.28,110252238,0.0,1.0,TSLA,-0.05871011279282756,0.15363556758549923,-0.05233510856206469
2023-03-31,197.53,207.79,197.2,207.46,207.46,170222118,0.0,1.0,TSLA,0.06515377111464793,0.15363556758549923,-0.11062373469584508
2023-04-03,199.91,202.6897,192.2,194.77,194.77,169545900,0.0,1.0,TSLA,0.01137189739329103,0.15363556758549923,-0.04097140216665818
2023-04-04,197.32,198.7446,190.32,192.58,192.58,126463845,0.0,1.0,TSLA,0.03805519620526088,0.15363556758549923,-0.06251947242704337
2023-04-05,190.515,190.68,183.76,185.52,185.52,133882493,0.0,1.0,TSLA,0.0024856803198962663,0.15363556758549923,0.0020482966796031565
2023-04-06,183.08,186.39,179.74,185.06,185.06,123857932,0.0,1.0,TSLA,0.0029808682456236024,0.15363556758549923,-0.0003242191721604115
2023-04-10,179.94,185.1,176.11,184.51,184.51,142154637,0.0,1.0,TSLA,-0.012206220889769304,0.15363556758549923,0.013711993929868216
2023-04-11,186.69,189.19,185.6475,186.79,186.79,115770892,0.0,1.0,TSLA,0.03461836712085975,0.15363556758549923,-0.01327694202045071
2023-04-12,190.74,191.5846,180.31,180.54,180.54,150256278,0.0,1.0,TSLA,-0.028832705755782784,0.15363556758549923,0.0002769469369670041
2023-04-13,182.955,186.5,180.94,185.9,185.9,112932985,0.0,1.0,TSLA,0.004864864864864815,0.15363556758549923,-0.12323830016137705
2023-04-14,183.95,186.28,182.01,185.0,185.0,96438664,0.0,1.0,TSLA,-0.010906757912745868,0.15363556758549923,-0.1076756756756756
